Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Dress - Red,dress-red-pt9i,Stylish dress - red for everyday wear,BrownButter,Apparel & Accessories > Clothing > Dresses,Dress,"new-arrival, brownbutter, premium, indian-fashion, women, dresses, western-wear, party-wear",TRUE,active,8125#-1,,Size,XS,,,,,,,,799,999,464,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dqql9kxhu/image/upload/v1775643973/brownbutter_products/8125_1.jpg,1,Dress - Red - XS,,FALSE,Dress - Red | BrownButter - Premium Fashion,"Shop Dress - Red at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Red,Apparel & Accessories > Clothing > Dresses,Women,Adult (13+ years old),8125#,,,New,FALSE,,,,,
,,,,,,,TRUE,active,8125#-2,,Size,S,,,,,,,,799,999,464,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dqql9kxhu/image/upload/v1775643975/brownbutter_products/8125_2.jpg,2,Dress - Red - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,8125#-3,,Size,M,,,,,,,,799,999,464,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dqql9kxhu/image/upload/v1775643976/brownbutter_products/8125_3.jpg,3,Dress - Red - M,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,8125#-4,,Size,L,,,,,,,,799,999,464,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dqql9kxhu/image/upload/v1775643977/brownbutter_products/8125_4.jpg,4,Dress - Red - L,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,8125#-5,,Size,XL,,,,,,,,799,999,464,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dqql9kxhu/image/upload/v1775643978/brownbutter_products/8125_5.jpg,5,Dress - Red - XL,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Blue,dress-blue-nk5d,Comfortable and fashionable dress - blue,BrownButter,Apparel & Accessories > Clothing > Dresses,Dress,"new-arrival, brownbutter, premium, indian-fashion, women, dresses, western-wear, party-wear",TRUE,active,309-1,,Size,XS,,,,,,,,899,1199,576,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dqql9kxhu/image/upload/v1775643961/brownbutter_products/309_1.jpg,1,Dress - Blue - XS,,FALSE,Dress - Blue | BrownButter - Premium Fashion,"Shop Dress - Blue at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Blue,Apparel & Accessories > Clothing > Dresses,Women,Adult (13+ years old),309,,,New,FALSE,,,,,
,,,,,,,TRUE,active,309-2,,Size,S,,,,,,,,899,1199,576,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dqql9kxhu/image/upload/v1775643962/brownbutter_products/309_2.jpg,2,Dress - Blue - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,309-3,,Size,M,,,,,,,,899,1199,576,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dqql9kxhu/image/upload/v1775643964/brownbutter_products/309_3.jpg,3,Dress - Blue - M,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,309-4,,Size,L,,,,,,,,899,1199,576,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dqql9kxhu/image/upload/v1775643965/brownbutter_products/309_4.jpg,4,Dress - Blue - L,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,309-5,,Size,XL,,,,,,,,899,1199,576,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dqql9kxhu/image/upload/v1775643966/brownbutter_products/309_5.jpg,5,Dress - Blue - XL,,FALSE,,,,,,,,,,,FALSE,,,,,
