Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Tops - Gray,tops-gray-10im,Premium quality tops - gray,BrownButter,Apparel & Accessories > Clothing,Tops,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,W193E24B0022013-1,,Size,XS,,,,,,,,999,1999,666,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659732/brownbutter_products/W193E24B0022013_1.jpg,1,Tops - Gray - XS,,FALSE,Tops - Gray | BrownButter - Premium Fashion,"Shop Tops - Gray at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Gray,Apparel & Accessories > Clothing,Women,Adult (13+ years old),W193E24B0022013,,,New,FALSE,,,,,
,tops-gray-10im,,,,,,TRUE,active,W193E24B0022013-2,,Size,S,,,,,,,,999,1999,666,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659733/brownbutter_products/W193E24B0022013_2.jpg,2,Tops - Gray - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,tops-gray-10im,,,,,,TRUE,active,W193E24B0022013-3,,Size,M,,,,,,,,999,1999,666,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,tops-gray-10im,,,,,,TRUE,active,W193E24B0022013-4,,Size,L,,,,,,,,999,1999,666,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,tops-gray-10im,,,,,,TRUE,active,W193E24B0022013-5,,Size,XL,,,,,,,,999,1999,666,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
Tops - Maroon,tops-maroon-n8g6,Comfortable and fashionable tops - maroon,BrownButter,Apparel & Accessories > Clothing,Tops,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,W254K2522027-1,,Size,XS,,,,,,,,1099,2499,707,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659734/brownbutter_products/W254K2522027_1.jpg,1,Tops - Maroon - XS,,FALSE,Tops - Maroon | BrownButter - Premium Fashion,"Shop Tops - Maroon at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Maroon,Apparel & Accessories > Clothing,Women,Adult (13+ years old),W254K2522027,,,New,FALSE,,,,,
,tops-maroon-n8g6,,,,,,TRUE,active,W254K2522027-2,,Size,S,,,,,,,,1099,2499,707,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659735/brownbutter_products/W254K2522027_2.jpg,2,Tops - Maroon - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,tops-maroon-n8g6,,,,,,TRUE,active,W254K2522027-3,,Size,M,,,,,,,,1099,2499,707,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,tops-maroon-n8g6,,,,,,TRUE,active,W254K2522027-4,,Size,L,,,,,,,,1099,2499,707,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,tops-maroon-n8g6,,,,,,TRUE,active,W254K2522027-5,,Size,XL,,,,,,,,1099,2499,707,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
